id,name,text,location,friend_count,follower_count
17979784,Roclyn,"@Monica1236 .If you could time travel,  back or forward. What year/era would you want to go to and why. Thank you… https://t.co/kq5uxQJYqA",Australia - Queensland,1219,1102
433516941,jshipleyj,It's about time. https://t.co/SkfumuyHnd,"Atlanta, GA",84,237
2755578251,J_rocks9,RT @EthanDolan: HAHAHA OMG HE SNEEZED WHEN WE TOOK THIS I can't stop laughing at this still https://t.co/wnwLvE7Ci5,,7,14
33663378,AskCourt,RT @TimePlayEnt: CONTEST TIME! Follow @TimePlayEnt and #RT NOW to enter to win 2 Free Movie Passes! #ContestAlert #win #giveaway https://t.…,Vancouver Canada,99,36
412709268,winterman1979,"RT @RotoRadarCEO: ONE RANDOM RETWEETER will win a $5,000 prize tomorrow!!!

👇🏻 My record this #MLB #DFS Season...

✅ 3/28 (FTSYD &amp; DK)
✅ 3/…",,168,754
1068050458969657344,NatalieKuchin,Mr Minchin... I fuckin love you! https://t.co/H9KUguNXGc,Right here,7,104
1416667550,SpinkAnn,"RIP James, what a voice 🎶🙏 https://t.co/HoSiSAGuvC","West Yorkshire, UK.",3,84
2354755999,thehacker17771,"Chicago, IL",119,407,
4503417254,ClanHeughan,@NancySimonds1 @queenandadream @eva333pascoe @fedorawest @Goddestofhunt @rindy_russell @AngusAngels @OutlanderUniv… https://t.co/Pr6vFbiZ6d,@VoteHeughan ,15804,4468
748863498701144064,pascalou48,"RT @SamHeughan: Everyone loves a Ginger!
😊 https://t.co/3XsO4rjNB2","Montmagny, Québec",142,673
55869870,outlanderdmbm91,"RT @irnbru: We’re #GingerAndProud. Are you?
Tag a ginger pal to spread the ginger love 🧡 https://t.co/IkQGxoRVO8",World,297,1313
2434566575,anafranshit,RT @Viccc_13: I knew my girl was my biggest hater when I was in the gym for like 4 hours and she called me upset saying “You think you a fu…,"american soil, usa",198,698
75295154,bevholmes4948,@raelovesOL @Writer_DG Freaky??????,Florida USA,5,45
1963239859,QueenSeize,@StephenAmell They're a must for the whole #GOT package.,"Montreal, Oh Canada!",414,1072
3397263796,SkywalkerMarti,RT @Rogersextape: The happiest 15 seconds in human history https://t.co/vZgjcELd3l,🏴󠁧󠁢󠁷󠁬󠁳󠁿,1517,4118
2774415796,evacoai76,El Montseny nevado!!!! https://t.co/6QblLT49DX,"La Roca del Vallès, España",99,273
241664438,kriscotten,"RT @billyeichner: Happy 50th, Paul Rudd. ❤️ https://t.co/4sfbF6mkes","Florida, USA",42,225
3315380664,BraedenClarke,https://t.co/r5zoZbuQqt,"Vancouver, British Columbia",889,24
2279860669,KAT_TBT,"British Columbia, Canada",4,74,
779190722,maybejenni,@mxbeakman Sit in the back corner and live tweet your thoughts,,319,663
27158979,yankeegirl114,"@mishacollins were/ are you a big fan of your good friend @WilliamShatner ‘s tv show, Boston Legal?",Indianapolis,53,448
2281454020,kjnj123,United States,26,400,
138156485,Giovanna_Nery,@anneakf HAHAHAHA com certeza tinha! Acho que toda a população que tinha essa camisa no guarda-roupa foi com ela pro Lolla,Brasil,103,589
632872070,DeniseCis,RT @gnuman1979: What do you suppose that driver makes? https://t.co/m3OiSqHlfQ,,78,466
716999112,CindyCee01,@SchittsCreek This is exactly the sort of thing David would do! It warms my cockles to know that you are basically… https://t.co/9pN2aEnVvO,,44,121
3701676496,transporthottie,Great Advice Here! https://t.co/XuedQq7XXT,"Detroit, MI",1648,4998
200788438,KritterDoc5,"Gig Harbor, Washington",25,261,
219052502,mutterweiss,@ScottJKyle1 Wishing you the same;),"Bergisch Gladbach, Deutschland",25,69
785284608350834688,iParky5,RT @davefenley: RT TO #VOICESAVEDAVE HELP!!,,15,539
628349402,AustinBiolady,"RT @RepAdamSchiff: I say this to the President, and his defenders in Congress:

You may think it’s okay how Trump and his associates intera…","Florida, USA",318,496
1075124700,BrentStait,@DEANAMBROSE0006 Happy Birthday,Vancouver Canada,245,82
44888541,katieclift87,RT @F1MikaHakkinen: Please don't show this to my children. They may want to trade my Senna away 😀😬 #McLarenSenna #LEGO https://t.co/wc0BhH1…,Featherstone west yorkshire,50,796
2903278048,annamolly45,"@culturevi I noticed that too, our profiles match a lot!  Thanks for the support for my Brownies, I’m sure we have… https://t.co/IeNzEPKiDz",,66,322
1048997540283252736,judyfan3,"@amandarprescott Racist while purporting to be anti-racist, perhaps?",,67,472
809103315091030016,RMA_Grad_x3,He is officially a #Jedi #StarWars @starwars @DisneySprings https://t.co/PSFAL3pO6j,"Orlando, FL",902,3444
1022877985962164224,DianaSi57194496,@Outlander_STARZ To bed or to sleep?,,1,15
766095742746460160,Gal_o_Glass,@Animal_Watch @Independent @NickyAACampbell @domdyer70 @_AnimalAdvocate @PeterEgan6 @Protect_Wldlife… https://t.co/649PLW4nGe,,81,1663
1301869034,redrobynmac,@stewart9395 Happy Birthday!,Alabama,81,211
365734382,aprilp39,@blaustein @daxshepard I’m in!  #daxman,,19,239
596777454,guinn_brittany,Shelbyville TN,74,126,
2737586672,SunnieVonShine,@danabrams @OfficialLivePD @Sean_C_Larkin @TomMorrisJr1 that man may be having a stroke if his back hurts and he's leaning to the side,"Pennsylvania, USA",69,446
2373528050,Bea_Day_,"RT @blkwomenradical: Happy Birthday to the incomparable Billie Holiday! ✨🎈 She would have been 104 years old today. 

“If I’m going to sing…","Bretagne, France",357,931
45683187,celticmoon1961,"RT @VisitScotland: Buachaille Etive Mòr, defining BRAW 🏆💖 #ScotlandIsNow 📍 Glencoe, #Highlands https://t.co/nnI9r3jNDq",Gateshead,664,1556
439304692,KLM_blessed,"RT @livingwater: Every day, women and children around the world walk for water for the very last time—thanks to your gift of #safewater! ht…","Illinois, USA",6414,6747
485302774,AnneRisen,,2,87,
272503287,Kendra_Daniels,RT @DMBGorgeCrew: “I love to stay here” https://t.co/r4HeGtFS2q,,79,1262
434000376,andreataylor28,RT @Scottishyogaboy: A pleasure to see Billy Connolly as the Grand Marshall of the Tartan Day Parade in NYC! https://t.co/RztUpGF8ZB,"Newark-on-Trent, England",345,1508
69558783,JeANneTTeKaPPeR,@erbenwennemars @MarathonRdam @NNRunningTeam @PolarBenelux Succes... Mij maakt de tijd niet uit. Vind het sowieso knap 💪,Werkendam Biesbosch Holland ,957,1266
1035935327016419329,WHood0702,United States,108,517,
837401251151233024,SheliaS77426586,,8,85,
1078659109577244672,SheilaD08265171,Moscow Tennessee,5,33,
1057701589924921344,Neverevercared1,"West Hollywood, CA",283,1416,
964867374489812992,rose_farmilo,,13,1322,
1088092900192370688,patri__1308,,7,75,
48247302,FlaviaSvein,https://t.co/YwtIwYBzrq,🇧🇷 Brasil / USA 🇺🇲,4155,1725
811896624989356033,AnneBarton1956,@ausgirlhere @Austmann76 @WhosFibbing And your a troll enjoy your weekend A hole your the fff wit loser,"Adelaide, South Australia",57,314
2724891139,lieberbaby,Planning my trip to Yosemite - staying at Rush Creek Lodge. For friends who travel: https://t.co/6DOwvVOjva… https://t.co/3e6jflEhCh,"Sacramento, CA",14,246
601469449,DJMolYNaa,Say it louder for the people in the back https://t.co/3eJzzosHse,On My Throne In Bel-Air,227,211
21400066,Ilona323,RT @THR: Deciphering the hidden messages of #UsMovie https://t.co/dufrpCb7uG https://t.co/SWI91Dyjc9,"ÜT: 40.785502,-73.456739",736,3245
821394052176232449,MsTashitash,What a cool find!!!! https://t.co/Xg25BVCqvQ,,19,301
999348542270423041,BRaeRam,"Mesa,",45,295,
298779141,VickieHobbs,@StephenKing @realDonaldTrump @FoxNews You are so right..,,51,267
3991980555,perlysummer1990,@TreTzyTV Can’t wait to meet your beautiful ❤️ James😍,,4,32
719244558677057536,tretzysbitch,MY GOAL YESSSSSS FINALLY BITCH https://t.co/FDb52kg6m9,,47,464
1249440272,EliseHughes18,@mariadkennedy I’m so sorry.  Our dogs are family,,54,351
590586385,KateMulroney,☹️ we can do better https://t.co/vdkDx8LjYu,,23,97
30413338,wonderfulmoment,"RT @Alyssa_Milano: Why isn’t this all over the news?!

3 Black Churches Have Burned in 10 Days in a Single Louisiana Parish https://t.co/KX…","Terrell, Texas",176,488
334166556,NessMcDo,@CHIMPSINSOCKS Well said!,Tennessee,45,233
23214628,annie_oneil,@StBridesRCPS Love this.,,6,350
464204326,TallasMunro,"RT @openculture: An Animated History of Dogs, Inspired by Keith Haring https://t.co/hLx3DAwJtQ https://t.co/vadnEHVLSe","Canada, among other places.",218,199
380174890,Kiwi_Trish,Absolutely fantastic news looking forward to meeting Ed https://t.co/HnvijWmlAf,"Hamilton, New Zealand",682,1259
2860300846,skippingmamma,"RT @MarleeMatlin: Please RT. The benefits of Special Olympics, which I have seen first hand as volunteer are IMMEASURABLE. DeVos proposal t…",United States,65,1208
3254864430,OL_America,RT @ZonePhysics: Mind blowing 😍 https://t.co/Hv10gPPRHu,USA,3961,481
499434499,christianheckk,RT @blakeshelton: Chokin' the chicken.. Bitch.,,202,76
47649334,jocie_smiles,"RT @suptking: 🙏I appreciate the majority of this community for being cooperative during this season of illnesses! 

🤔a campaign for superin…","Lakeland, TN",306,86
2439389752,IlcaJouni,"RT @GeorgeTakei: Can you guess who it is, friends? https://t.co/FBkllIfuxb",Deutschland / Germany ,53,101
2979142200,FeegusonRussell,@BigFoltz Will you big uploading black ops 3 awakening DLC?,,164,730
368480828,MrsGraceWatson,RT @LaughOutLander: True story.🤓📚 https://t.co/UVLFeCuE7U,"Alliston, ON",73,376
609352258,ladysanchoe,"RT @Q_Review: Me: I'm gonna fix my sleep schedule while also getting a lot of work done on videos

My brain as I pull an all-nighter: https…","Michigan, USA",124,1234
307833411,fashion_minded,,84,651,
78043716,iamsamuk,RT @LolaFlanery: I know I’ll have the sweetest dreams tonight. Thank you #Survival4 for an amazing weekend.  I’m so lucky to have met each…,UK,1292,4635
4612112968,CaitMBHeughan,RT @CaitMBHeughan: Please vote only for SAM HEUGHAN to give him an advantage (voting for more than one will nullify/cancel out your vote fo…,,1739,4733
99414602,qanqan55,@MiriamElder Wit me ⭐️,,27,631
828267802104561664,carlaferreira87,"RT @GMA: It's one of the New Wonders of the World, Iguazu Falls at #Iguazu National Park in Argentina -- @Ginger_Zee takes us into the fall…",,22,138
136331854,ElyCarter89,RT @clarkesjacket: Lets be real. After 2 episodes of s6 we are more feed than after whole s5 https://t.co/LDgC8V2evX,🇮🇹,1864,3454
246708822,danelsonauthor,https://t.co/nA578k0UhC,Scotland,309,767
1428664920,Anita_NorCal,@Gracelander @BoyGeorge He has already written two autobiographies: Take It Like A Man and Straight 📚,,19,40
1018152523801251840,AnnieMcDonough4,RT @BAFTA: https://t.co/EAIxVXGVFD,"Denver, CO",1,45
956249818283855872,WelbersLisa,@hieronymusbutch Looks my kitty @gabbeylutzz https://t.co/urPZfNTHIk,"Winnipeg, Manitoba",155,281
2962893405,GSzczegulski,Stolz? Wird sich was ändern? Kein jetten durch die welt? Ändert einer der Anwesenden sein Leben?  #ClimateChange https://t.co/wPdkfuzIcs,Besigheim,89,442
22821472,olearyah,bicoastal,80,129,
22045285,RunningCHorses,RT @SpoonfulFlavor: I tried @Moinkbox for the first time &amp; made this Creamy Chicken &amp; Bacon Skillet w/ Spinach &amp; Roasted Red Peppers! Visit…,Texas,173,1017
290638441,StephanieLyn46,RT @JHospMedicine: Can ED to inpatient wait times improve with early hospital discharge? https://t.co/MjYlzqjQMf,"Philadelphia, PA",47,96
3327887978,Moeka_roa,@Vin_cenzo_ 🙋🏽‍♀️,,181,365
15037036,stevie76,"RT @brexit_sham: BRILLIANT - If you though that was 11 minutes well spent, we recommend you invest the best 30 minutes you're ever likely t…",,890,1008
88334957,SassenachLisa,@FreeGrassy @JustinTrudeau How disgusting @JustinTrudeau .  I hope @gorddownie haunts you. You want us to respect t… https://t.co/872lcgOS8d,"Ontario, Canada",255,953
285921902,S_Grekin,Wishing him much success in the future. Love his character and portrayal https://t.co/PBz8Pfa3eI,USA LI NY,231,737
1104837235,Ashley_Moff06,"Tennessee, USA",65,444,
360223348,BKayegle1,"RT @CBSThisMorning: 2 time SEC Player of the Year and NBA prospect Grant Williams is best known for his basketball skills, but he has secre…",,14,209
47028853,RKKL,Canada,15,226,
516389494,PaigeTBrown,"RT @AMAZlNGNATURE: A happy baby goat 🐐

🎥ig: veronicaturner25 https://t.co/eretL514HZ","Ladera Ranch, CA",151,1655
435065460,Meow_Its_Bree,RT @_ash_x: I found it. The greatest video on TikTok https://t.co/HMKM2gB8W3,Alabama ,520,1380
3350106748,BurnettJohnE7,I have conference calls with myself out loud lol https://t.co/lb0Y4CQxKn,"Houston, TX",2845,4969
2226000512,jmarshall213,RT @SickNotWeak: #SickNotWeak #KeepFightingForYourHappiness https://t.co/jbUw8Lv8IN,New Jersey...and proud of it!,571,960
734891493337485312,Jenprek,#unity #lunch #pk @suptking @OESrockSTARS https://t.co/CDGj5rtycH,"Oakland, TN",130,82
912492909982863360,BcSaddle,Start collecting!! Mrs.  Heather [@doylehe465] is ready to BoxTop @BCESMustangCity https://t.co/LGdS5AZO02,"Somerville Tennessee, USA",47,33
827941181371928576,kimkimery81,Williston Tennessee,17,99,
938227747440250880,Jeanett32777467,I love Makenzie #VoiceSaveMakenzie,,3,78
3548938883,dinorandy42,"RT @davidhogg111: Please RT: Get in direct contact with your representatives with the number 1844872023. Spread the message, call them duri…",,4,111
927216866141097985,Christi66435695,,0,27,
1002515598629359617,Thistle_Witches,We are sending a verry #HappyBirthday to #EdSpeleers with all our best wishes. https://t.co/DbHzwk85v5,#Outlandish,36,70
921361230262128641,DebraPe19440509,Aden is ready for the spooktacular run! @BCESMustangCity @suptking https://t.co/mtvXhliuNS,,10,41
61375110,mamezz,@jdmiles11 Thanks for the uplifting story - it appears the veteran passed away last year https://t.co/8oPu2WFrOk,"San Francisco, CA USA",91,139
836661724149272576,Sherrill1979,,0,100,
907339111341707266,bria_darci,"RT @TakingBack901: https://t.co/DQP5o37EQz

Operation Taking Back 901
#OTB901 #Memphis https://t.co/653Mvei2pB",,9,77
888416840329940993,ClaireFrazer2,,0,67,
884796110128238593,TCarder09,United States,105,607,
51540622,HeikeAccorsi,"#throwbackthursday #tbt Back when I was like 9 years old, living in Houston, and my mom was still cutting my hair.… https://t.co/SS0LrVklWy","Wesley Chapel, FL",388,1027
751529159839588352,Thru_The_Stones,#ThrowBackThursday showcases #ThruTheStones 2016. We are very proud of our fine vendors at TTS. Sheldon Pewter hand… https://t.co/Lg24wgXEZZ,"Davenport, IA",530,17
2733337230,ABOotlanders,@fennel_tea And real assholes,"Alberta, Canada",2251,1000
46781075,HawkI555,@monigheandonn3 Prayers for Mary 🙏🏻,Eastern NC,42,236
261399193,humbulpi,@romannberrux You should grab a guitar and learn all of Dylan’s songs. You’re a shoe in for any role playing a young Dylan 😁,"Placerville, CA",147,1147
216494746,liamxsmom,"RT @_SJPeace_: New Zealand Prime Minister, Jacinda Ardern, visiting a man who was severely injured in the New Zealand Mosque shooting. 

Sh…",,92,460
115176092,Snowfox50,"RT @MeanwhileinCana: Ever wonder what creates the Northern Lights?
#Auroraborealis #MeanwhileInCanada https://t.co/rns2RJ7EQD","Carman, Manitoba",377,667
285188766,alexrodriguez5,@welcomet0nature ❤,,56,1476
989630558899752966,aleja_fania,RT @ColourPopCo: When you were trying to sleep in but you naturally wake up early 😒 https://t.co/Px49v6d5vz,🇵🇷,90,1190
182096544,phoenix3357,RT @RollingStones: Remembering Brian today. https://t.co/GH2nhXkWBC,Chicago Illnois,81,379
110236326,Shokijo,"RT @Eminem: DEAR @NETFLIX, 

REGARDING YOUR CANCELLATION OF THE PUNISHER, YOU ARE BLOWING IT!!

SINCERELY, 
MARSHALL",,73,377
4684462765,debmunson9,,11,475,
65536686,grahamburgers,"RT @SethAbramson: The *real* story here is the White House Chief of Staff, in the full quote (see clip at link), conceding that Trump ""coul…","Providence, RI",1222,2937
1301699246,AtvmMountain,"Amazing Grace [Official Trailer] - In Theaters April 5, 2019 https://t.co/lSEcvG4eCq via @YouTube","Ohio, USA",493,1078
1373493937,suncree17,,20,583,
303233717,GemmaBateman,@concannon They’ve removed blunt objects,"London, England",35,395
251153079,ess270,RT @stacey_macgowan: Ok @nbcsnl Now that you had #JonSnow as host it’s only fair to have #JamieFraser as host!!! #GOT #Outlander #RatingsWo…,"wine country, CA",436,855
32662200,dani_saloli,"Tahlequah, OK",105,1482,
20630200,beatlebabe2000,"Texas, USA",48,579,
63400631,Nonno8,"RT @donnyosmond: If this doesn't get me in the spirit for #NationalPuppyDay, I don't know what could. True #PuppyLove right there, @chrissy…",,26,271
67504830,Vaaluptuous,RT @LanaDelRey: This year my New Years resolution is to live more like an Instagram baddie/YouTube vlogger in my real life (sorry not plann…,"Bakersfield, California",31,41
590628482,marie_isidoro,,1,76,
486056640,meredithwho,Omg omg omg!!! https://t.co/mN4YkExbqN,somewhere it snows,262,1158
490119875,laruebeth,RT @Strandjunker: Donald Trump and Melania spent years calling for Barack Obama’s birth certificate. I want to see Melania’s legal immigrat…,"Bellflower, CA",104,142
3241785599,elliepilch,@Writer_DG Yes x,,50,501
71092933,markslovelywife,"Sacramento, CA",27,353,
4878645958,gobaby25,#HotWheelsMonsterTrucksLive @FedExForum https://t.co/e3y7EHJWmR,,196,93
2896745159,OutlanderArg,"RT @OutlandishScot: Happy #Outlander Birthday to Ed Speleers! It is April 7th, 2019. Today is a Stephen Bonnet rerun day! #EdSpeleers #Step…",Buenos Aires Arg,2028,3096
3950093000,KarenPayroll,"@JackWagnerhpk You too, be safe!",Sunny California,121,604
28725961,murron71,RT @ScotlandNow: Footage shows Billy Connolly bursting with pride as he leads Tartan Day Parade in New York https://t.co/OQdKFogV69,"Sometime here, Sometimes there",617,1411
363229897,Atillim,"@SCDiet Omg, I love this show! All the characters are so great. Binge watched all three seasons in a week...please… https://t.co/lk4RJ9Qpsg","Potomac, MD",31,155
3012917961,speer911_mandy,@heze0809 @K_Abner_ @khloekardashian Me too,"Glencoe, AL",37,474
1006482061014728704,GabriellaSpada_,🏠Siracusa📚Torino,4,77,
31171280,utopia_electro,@alyssalanahan @indigochyl HAHAHAHAHAHA,"El Paso, TX",1012,1431
273169105,tn_mtn_girl,RT @seyhigheagles: Mr. Ogle! The best chaperone ever!! https://t.co/paDtBCUcq2,"Knoxville, TN",22,153
372417234,mrs77m,RT @nbcsnl: Kit is 𝐍𝐎𝐓 revealing how @GameofThrones ends. #SNL https://t.co/cVyUmFbsGT,,315,1147
3059966675,tlp6461,"RT @_CineAddiction: AND THE WINNER OF THE #2018CineAwards FOR BEST ACTOR IN A LEADING ROLE IN A DRAMA SERIES: #SamHeughan - #Outlander!

@S…",,1,77
489802452,kurley_girl,"RT @SheriffEd_HCSO: Prayers for the @TxDPS Trooper shot in the line of duty overnight in Edinburg, Texas.",Boston,267,485
196887252,grlbmusic,"NIAGARA FALLS! I’m coming to see you tonight, it’s been a while. Come on out and enjoy some great food and fantasti… https://t.co/hF9YjeLKPh","Niagara Falls, Ontario",701,2099
18010839,scuba6879,"HAPPY BIRTHDAY to my brother, Rob!!! Have a splendiferous day! #truestory #worthagiggle  #sunday #scuba6879 https://t.co/kdJRRz5f5j","Minneapolis, MN",825,3107
143901403,MDecroteau,#sloomb,"Boston, Ma",61,246
3765428955,xisaiascamachox,"long island, NY",296,1234,
216830690,Lucinda_1986,"Blantyre, Scotland",74,835,
316291812,Jose_Skullz,"RT @WWERollins: Every second of my life has led to this moment.
The time to move is now. https://t.co/3KR72RGH99",Chicago,117,500
109621990,elhughes01,@TimDownie1 Hell will freeze over before that happens in this household https://t.co/VsXeESsiYy,"Raleigh, NC",73,108
6904552,juliemason,@bill_hamblet @wardcarroll @POTUSPressPool Two of them,"Washington, DC",38027,1845
14178312,LisaStone,"Yep, I’ll listen to advice from my fave shoe goddess @tamaramellon, marketing guru @stratechic Michele Thornton and… https://t.co/M1gNKXG5U4",SF Bay Area,27756,9658
627149545,niallsmofoariel,@NiallOfficial slow hands is my favorite song HANDS DOWN BABBY 😍😍😍💓💓😭,,654,154
298988270,ElleGhirl,@thecourieruk @Robert__Douglas I LOVE Rab Douglas so many great memories of him in goal and he did take a lot of sh… https://t.co/HEURK1yUZL,Australia,32,259
267418357,aimeekunau,@IsabelStrychacz I'm s copywriter by day. Love my work!,"Idaho, USA",1392,2510
284855032,Jecka_Lynne,,2,60,
202255097,Gaillouise85,Glasgow/Aberdeen,87,1237,
3236029176,Blacklanderz,RT @Writer_DG: You might want to read a few biographies of people who lived (and fought and ran plantations and sailed ships and ran guns a…,CA | DC | FL | LDN | MD | MA | NJ | NY | OH | PA | SC | TX,4682,5096
1658084096,TobiasMenzies,"RT @OnePerfectShot: CATASTROPHE (2019)

Cinematography by Mattias Nyberg
Directed by Jim O'Hanlon
Written by and starring @robdelaney and @…",,127419,333
1020753973328764928,mmorales238,@ToriGlass Because I am Cancer I am currently eating my mom’s birthday cake and my dad has been going through the C… https://t.co/A8gY6fq7I9,,48,419
746199333284962304,bcesreads,@BCESMustangCity @suptking Looks great!!,,93,61
86911747,area4689,RT @TallShipProds: Looking forward to seeing this @DebHarkness !#ADiscoveryofWitches https://t.co/oad1p0u0PH,United States,961,2579
752624256882728960,cadinorton,Finding 1 and 2 syllable words in our CKLA story. #luvmytiggercubs @LMESTigerNation @suptking https://t.co/V5e9aEhJ4n,"Tennessee, USA",76,53
774636471579992064,MrsMurph88,"""Okay, friends! I stayed up SO late last night baking you a treat for today... Who likes Brown E's!???"" 🤣April Fool… https://t.co/y61f6WQdDY","Ashland, MS",131,94
889571285793202176,hunsucker_mary,@realDonaldTrump So excited! Thank you Mr. President!  Continue making good all your promises!,,4,44
857795686556983296,dailycounselor,RT @DontQuit06: A major shoutout goes to @dailycounselor for putting together an awesome Career Day at WJHS! It was an informative and fest…,,107,198
832031656554946560,fayettewarehigh,"Kindness goes a long way!! 
 @suptking https://t.co/MmTObSGxRd","Somerville,TN",643,140
847852357652275200,FCPSITDept,Core value #family demonstrated in @LMESTigerNation classrooms. View The Magic Tour: Mother/Daughter Duo. @suptking https://t.co/I8q5iB7qmw,,224,18
775644415348137985,kinky4ccurls,@PrinceRoyce @EmeraudeToubia @peopleenespanol Highly uxx,,71,1019
782697357028843521,terri_doughty,"RT @elvisexpress222: #OTD1956 
ELVIS 👑 PERFORMS BLUE SUEDE SHOES ONBOARD THE AIRCRAFT CARRIER THE USS HANCOCK IN SAN DIEGO ,⚡
#ElvisPresley…","East Haven, CT",418,1018
747921150873722881,gypsy_made,RT @FlairAirlines: Want 2 round trip flights to a Canadian destination of your choice? Follow us on twitter and retweet this tweet. *Must b…,"Calgary, Alberta",125,522
38800141,CynMaz,"RT @caitrionambalfe: We are killing our marine life. The oceans are becoming massive dead zones and mammals are starving, disorientated and…",New York,50,404
506106631,BigJoshMulder,RT @felicityjxyne: I just want to binge watch Archer with @BigJoshMulder tbh,"Strathmore, Alberta",112,866
186704655,kenpriebe,"Just watched MAGICAL MYSTERY TOUR for the first time. Man, the Beatles were so high when they made that.",Vancouver BC Canada,457,825
26737428,aeostuni,Omg the Theresa may #KateMcKinnon @SaraBareilles skit was one of the best @nbcsnl bits- def if this season possibly… https://t.co/0o9ha3vLAw,"New York, NY",608,3375
3554812693,PeggyMacPhail,,2,190,
388621076,MoxieWench,@theebillyporter @CSiriano @OscarHeymanBros @sammyratelle @TheAcademy Scarlett O’HEra?,MINNESOTAAAAAAHHHH,56,145
754121824556900356,KathyPa63033995,"RT @DalaiLama: HHDL on ""Why Leaders Should Be Mindful, Selfless, and Compassionate"" published in the Harvard Business Review on February 20…",,48,250
281658133,lmcbratney,@KrisWilliams Incredible!,Small Town Pennsylvania,31,285
163629849,Steph_Starodub,@arkellsmusic what does a Saturday night sound like to you? #MoreKeytar https://t.co/Fr84ZB1WqY,Winnipeg MB,155,378
2327399194,HeyitFaith,RT @dsm1183girl: Ruby when he realized that he might have ended the truce #OnMyBlockS2 #OnMyBlock https://t.co/pXo4UjrPsi,,187,882
2474429216,sarahallison74,Oor Nomi on her bucket 💖💖 https://t.co/7ODumK6u4I,"Orkney Islands, Scotland",2359,3757
140206897,pc4wheeler,"@CreationsNina So sorry, Nina.  Sending prayers for her and you and your family. 🙏💕","Michigan, USA",273,675
990997298,JLM_383,You need not journey far beyond your own front door to find a ... More for Sagittarius https://t.co/fjxzvh1VGd,Wherever I roam & New Jersey ,843,2566
45986610,jenlaymon,"RT @SirPatStew: Meet Emma, our new foster girl from the beautiful folks at @WagsandWalks She’s terribly sweet, and so so good. Sensitive, i…","granger, indiana",410,714
22987571,LindaMordan,@terrydresbach2 look where I am! Couldn’t help but think of you as we parked in front! https://t.co/OD7tWhzykM,"Kansas City, MO",395,930
56161077,vanarts,"Be a VanArts ""Student for a Day"" Experience it for yourself! We invite you to visit VanArts, meet our current stude… https://t.co/K0mO5wqwko","Vancouver, BC, Canada",2909,449
2448540469,CarmelleLafreni,"RT @NHLJets: Club Jets are giving you a chance to win a SUITE view for this Sunday's @ManitobaMoose game.

RT this tweet to enter to win 4…",,6,43
314198839,coldreadseries,"Spring Into Cold Reading! 🌷 Don't miss our next episode this Monday, April 8th! - https://t.co/eubZD2VBkV https://t.co/32BhDSaGGd",390 West Hastings Street,2067,1237
50942776,mandielynn2004,@callmeshifty School systems in VA have Spring Break so early. We only have off Good Friday this year. 😟,"Virginia, USA",232,1424
21513017,NickiRowe,RT @mikechamberlain: Retweet if you vote Remain AND you vote in every election.,"Cornwall, UK",366,312
490801975,HollieWudVNGNZ,#Reward for information that leads to finding Rita #MMIW #colorado #RitaGutierrezzGarcia #Missing #missingmother https://t.co/Gf8SRVhlHh,"Colorado, USA",228,1568
22870848,msatexas,@LaurelSchuett @MyPeakChallenge @SamHeughan @MPCFitlanders @10MinDQ @Sheugs @ladybay8 @barbaramills1 @sarahjaswim… https://t.co/0yckDumcmu,Texas,1124,1679
202806081,KareBear8886,"Springfield, OH",94,688,
95580995,jillmetcalf,@GreatLaugh @OutlanderHQ @OutlanderHome @ClanHeughan @OutlanderUniv @sonniegale @bigdoh @SummerPic @purpleiris13… https://t.co/LElItteh5O,"Ont, Canada  🇨🇦",3563,4191
2832042826,Sheugs,"As my Governor
As my Senator 
As my Hero
Fritz Hollings was an AMAZING Leader...
The kind we are Truly Missing Toda… https://t.co/vsTJXaItk4",Outlander State of Mind,12961,3937
4048085837,brynagleich,,7,1281,
84271951,2lievres,"Waiblingen, Deutschland",7,132,
353280849,SkeltonSophie,Here. We. Go...!! #Readthrough #Outlander S5 https://t.co/fanPaoJ041,,82321,166
1217243988,LexieLenon,RT @LexieLenon: Howl Pendragon is my soulmate https://t.co/7JD41KtUfP,"Idaho Falls, ID",431,479
2845823829,GoodPauline,,2,61,
450083675,HolleyBloodgood,Clash of KingsNakoruru and Ukyo Tachibana from Samurai Shodown are coming. Join the event to win a new powerful hero https://t.co/6s2LT94g1y,"Moscow, Tn",71,438
1206279008,fennel_tea,Migraines are stupid. 😜,"British Columbia, Canada",67,249
95785827,rdnkgrl74,"RT @SasnakCity: .@MandiDesigns just amazing!
@MrStevenCree @grahammctavish @RikRankin @CesarDomboy #GaryLewis #DuncanLacroix #Sasnak4Life #…",United States,633,391
1621814126,apw1975,"RT @VIREB: Congratulations to #BrownstoneTownhomes in #CampbellRiver on winning the Award of Merit - Multi-Family Townhome!

#CommercialBui…",Campbell River BC Canada,894,2034
1287504750,Brave_Lassie,The cast of Rupaul’s Drag Race season 11. I will be SET. https://t.co/plJrelzKAr,"Washington, DC",163,581
724929392,dufort_isa,"Sherbrooke, Québec",424,1257,
411036675,lilshrep,,57,263,
177345394,MandyBCollins,@GovBillLee We are at Mule Day too! What a beautiful day!,"Tennessee, USA",160,154
15510386,dotrat,"RT @Forthleft2: What’s the first word you think of when you think of the Liberal Party?
#auspol",Mentone VIC Australia,2854,4898
